"filename", "language", "Markdown", "JSON", "JavaScript", "JSON with Comments", "Properties", "XML", "pip requirements", "Batch", "Python", "PowerShell", "comment", "blank", "total"
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\_validate_pyproject\formats.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 177, 3, 260
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\expand.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 266, 0, 119, 78, 463
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\pyprojecttoml.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 322, 0, 93, 79, 494
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\setupcfg.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 421, 0, 220, 122, 763
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\dep_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 9, 5, 26
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\depends.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 38, 40, 177
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\discovery.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 329, 0, 195, 77, 601
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\dist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 789, 0, 234, 200, 1223
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\errors.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 29, 10, 59
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\extension.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 108, 13, 149
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\extern\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 15, 13, 77
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\glob.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 43, 31, 168
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\installer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 18, 8, 105
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\launch.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 10, 8, 37
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\logging.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 10, 7, 37
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\monkey.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 46, 35, 166
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\msvc.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 580, 0, 1000, 124, 1704
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\namespaces.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 10, 20, 108
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\package_index.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 784, 0, 170, 173, 1127
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\py34compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\sandbox.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 352, 0, 76, 103, 531
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\unicode_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 5, 10, 43
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\wheel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 125, 5, 223
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\windows_support.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 7, 7, 30
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Scripts\Activate.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 360, 35, 503
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Scripts\activate.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 10, 35
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Scripts\deactivate.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 7, 23
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\pyvenv.cfg", "Properties", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 33
"c:\Users\Josh\Documents\assignments\Cashflow365\docs\API.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\docs\ARCHITECTURE.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\docs\DEPLOYMENT.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\docs\SETUP.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\firebase\functions\package-lock.json", "JSON", 0, 7011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7012
"c:\Users\Josh\Documents\assignments\Cashflow365\firebase\functions\package.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\App.js", "JavaScript", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 4, 15, 207
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\app.json", "JSON", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\eas.json", "JSON", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\index.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 3, 16
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\package-lock.json", "JSON", 0, 14975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14976
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\package.json", "JSON", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 66
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\action-buttons.styles.js", "JavaScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\ai-recommendation-card.styles.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 3, 43
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\ai-smart-tip-card.styles.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\cashflow-forecast.styles.js", "JavaScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\authentication\login.js", "JavaScript", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 1, 9, 165
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\authentication\registration.js", "JavaScript", 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 3, 9, 180
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\dashboard\AI-prediction-card.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 10, 11, 113
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\dashboard\Ai-smart-tips.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 1, 7, 56
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\dashboard\Cashflow-forecast.js", "JavaScript", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 1, 8, 75
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\dashboard\Financial-health-score.js", "JavaScript", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 7, 8, 86
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\dashboard\QuickActionsSection.js", "JavaScript", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 2, 9, 101
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\income\AIInsights.js", "JavaScript", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 8, 140
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\income\AmountInput.js", "JavaScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 5, 50
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\income\CategorySelector.js", "JavaScript", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\income\DescriptionInput.js", "JavaScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 4, 54
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\income\IncomeHeader.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\income\RecurringSection.js", "JavaScript", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 6, 125
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\income\SaveIncomeButton.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 5, 45
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\predictions\Action-buttons.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\predictions\Ai-recommendation-card.js", "JavaScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 7, 68
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\predictions\Main-prediction-card.js", "JavaScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 3, 12, 114
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\predictions\Risk-level-indicator-card.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 5, 8, 62
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\components\predictions\Upcoming-challenges-card.js", "JavaScript", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 10, 87
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\financial-health-score.styles.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\firebaseConfig.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 32, 11, 71
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\hooks\useBudgetPlannerAI.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 3, 19, 134
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\hooks\useDashboardAI.js", "JavaScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 2, 12, 113
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\hooks\useExpenseAI.js", "JavaScript", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 5, 19, 157
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\hooks\useExpenseListAI.js", "JavaScript", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 3, 15, 125
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\hooks\usePredictionsAI.js", "JavaScript", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 2, 14, 102
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\hooks\useSavingsAI.js", "JavaScript", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 3, 15, 149
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\main-prediction-card.styles.js", "JavaScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 3, 72
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\navigation\BottomNav.js", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 8, 124
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\quick-actions.styles.js", "JavaScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 4, 47
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\risk-level-indicator.styles.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\AlertDetailsScreen.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\BudgetPlannerScreen.js", "JavaScript", 0, 0, 382, 0, 0, 0, 0, 0, 0, 0, 1, 25, 408
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\DetailedAnalysisScreen.js", "JavaScript", 0, 0, 827, 0, 0, 0, 0, 0, 0, 0, 3, 46, 876
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\ExpenseInputScreen.js", "JavaScript", 0, 0, 751, 0, 0, 0, 0, 0, 0, 0, 3, 36, 790
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\ExpensesListScreen.js", "JavaScript", 0, 0, 845, 0, 0, 0, 0, 0, 0, 0, 9, 33, 887
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\HomeScreen.js", "JavaScript", 0, 0, 460, 0, 0, 0, 0, 0, 0, 0, 34, 43, 537
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\IncomeInputScreen.js", "JavaScript", 0, 0, 319, 0, 0, 0, 0, 0, 0, 0, 5, 37, 361
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\LearningModuleScreen.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\OnboardingScreen.js", "JavaScript", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 1, 12, 209
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\PredictionsScreen.js", "JavaScript", 0, 0, 458, 0, 0, 0, 0, 0, 0, 0, 7, 49, 514
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\ProfileScreen.js", "JavaScript", 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 1, 15, 256
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\QuickAddScreen.js", "JavaScript", 0, 0, 512, 0, 0, 0, 0, 0, 0, 0, 1, 27, 540
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\SavingsGoalsScreen.js", "JavaScript", 0, 0, 553, 0, 0, 0, 0, 0, 0, 0, 6, 32, 591
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\SettingsScreen.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\SetupProfileScreen.js", "JavaScript", 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 2, 21, 278
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\screens\SplashScreen.js", "JavaScript", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 9, 105
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\styles.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 3, 61
"c:\Users\Josh\Documents\assignments\Cashflow365\mobile\src\upcoming-challenges-card.styles.js", "JavaScript", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 3, 79
"c:\Users\Josh\Documents\assignments\Cashflow365\package-lock.json", "JSON", 0, 372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 373
"c:\Users\Josh\Documents\assignments\Cashflow365\package.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"Total", "-", 116, 22515, 8875, 8, 18, 801, 33, 40, 174399, 108, 68230, 28858, 304001
